City,State,Song,lat,long
New York City,New York,At the Harlem Centre,40.7127281,-74.0060152
New York City,New York,At the Mermaid Parade,40.7127281,-74.0060152
New York City,New York,At the Vanguard,40.7127281,-74.0060152
New York City,New York,At the World's Fair,40.7127281,-74.0060152
New York City,New York,At the Zoo,40.7127281,-74.0060152
New York City,New York,Atlanta Georgia Is a Little New York,40.7127281,-74.0060152
New York City,New York,Attorney Street,40.7127281,-74.0060152
New York City,New York,Au Revoir Poland--Hello New York!,40.7127281,-74.0060152
New York City,New York,Audubon,40.7127281,-74.0060152
New York City,New York,Audubon Ballroom,40.7127281,-74.0060152
New York City,New York,Aurélie New York City,40.7127281,-74.0060152
New York City,New York,Auto Theft in New York City,40.7127281,-74.0060152
New York City,New York,Autumn in New York (song),40.7127281,-74.0060152
New York City,New York,The Ave.,40.7127281,-74.0060152
New York City,New York,The Avenue,40.7127281,-74.0060152
New York City,New York,Avenue A,40.7127281,-74.0060152
New York City,New York,Avenue A,40.7127281,-74.0060152
New York City,New York,Avenue A,40.7127281,-74.0060152
New York City,New York,Avenue A,40.7127281,-74.0060152
New York City,New York,Avenue A,40.7127281,-74.0060152
New York City,New York,Avenue B,40.7127281,-74.0060152
New York City,New York,Avenue B,40.7127281,-74.0060152
New York City,New York,Avenue B,40.7127281,-74.0060152
New York City,New York,Avenue C,40.7127281,-74.0060152
New York City,New York,Avenue D,40.7127281,-74.0060152
New York City,New York,Avenue D,40.7127281,-74.0060152
New York City,New York,Avenue Of The Americas (51st Street),40.7127281,-74.0060152
New York City,New York,Avenue Of The Americas,40.7127281,-74.0060152
New York City,New York,Avenue P,40.7127281,-74.0060152
New York City,New York,Away From Home,40.7127281,-74.0060152
New York City,New York,B.B.B...Bklyn,40.7127281,-74.0060152
New York City,New York,B.Q.E. Dub,40.7127281,-74.0060152
New York City,New York,Babes on Broadway,40.7127281,-74.0060152
New York City,New York,Babes on Broadway,40.7127281,-74.0060152
New York City,New York,Back Home to Harlem,40.7127281,-74.0060152
New York City,New York,Back in Central Park,40.7127281,-74.0060152
New York City,New York,Back in N.Y.C.,40.7127281,-74.0060152
New York City,New York,Back in the Village,40.7127281,-74.0060152
New York City,New York,Back in the New York Groove,40.7127281,-74.0060152
New York City,New York,Back of a Truck,40.7127281,-74.0060152
New York City,New York,Back to Brooklyn,40.7127281,-74.0060152
New York City,New York,Back To Brooklyn,40.7127281,-74.0060152
New York City,New York,Back to the Bronx,40.7127281,-74.0060152
New York City,New York,Back to Manhattan,40.7127281,-74.0060152
New York City,New York,Back to Manhattan,40.7127281,-74.0060152
New York City,New York,Back To Queens,40.7127281,-74.0060152
New York City,New York,Back to Reality,40.7127281,-74.0060152
New York City,New York,Back When I Was Four,40.7127281,-74.0060152
New York City,New York,Bad Boy,40.7127281,-74.0060152
New York City,New York,Bad Boy,40.7127281,-74.0060152
New York City,New York,Bad Boys Of Brooklyn,40.7127281,-74.0060152
New York City,New York,Bad New York Band,40.7127281,-74.0060152
New York City,New York,Bad Sneakers,40.7127281,-74.0060152
New York City,New York,Bainbridge Avenue,40.7127281,-74.0060152
New York City,New York,The Ballad of New York City/John Lennon and Yoko Ono,40.7127281,-74.0060152
New York City,New York,Ballad of N.Y.C.,40.7127281,-74.0060152
New York City,New York,Ballad of the Lower East Side,40.7127281,-74.0060152
New York City,New York,Ballet at the Village Vortex,40.7127281,-74.0060152
New York City,New York,Ballet New York City,40.7127281,-74.0060152
New York City,New York,Baltimore Is the New Brooklyn,40.7127281,-74.0060152
New York City,New York,Barrow Street Blues,40.7127281,-74.0060152
New York City,New York,Bassline,40.7127281,-74.0060152
New York City,New York,Battery Blues,40.7127281,-74.0060152
New York City,New York,Battery Park/Amnesia,40.7127281,-74.0060152
New York City,New York,The Battle for New York,40.7127281,-74.0060152
New York City,New York,A Bavarian in New York,40.7127281,-74.0060152
New York City,New York,Bazooka Joe Don't Live There any More,40.7127281,-74.0060152
New York City,New York,B-Boy Bouillabaisse,40.7127281,-74.0060152
New York City,New York,Be A Believer In Giant Fever,40.7127281,-74.0060152
New York City,New York,(Be My) New York Doll,40.7127281,-74.0060152
New York City,New York,Beautiful Disease,40.7127281,-74.0060152
New York City,New York,Beautiful New York Nights,40.7127281,-74.0060152
New York City,New York,Because I Got It Like That,40.7127281,-74.0060152
New York City,New York,Bedford Street,40.7127281,-74.0060152
New York City,New York,Bed-Stuy Blues,40.7127281,-74.0060152
New York City,New York,Bedstuy Parade & Funeral March,40.7127281,-74.0060152
New York City,New York,Bedstuy Sound,40.7127281,-74.0060152
New York City,New York,The Beef Is On,40.7127281,-74.0060152
New York City,New York,Been Too Long in New York City,40.7127281,-74.0060152
New York City,New York,Believe,40.7127281,-74.0060152
New York City,New York,Bell of New York,40.7127281,-74.0060152
New York City,New York,Belle of Avenue A,40.7127281,-74.0060152
New York City,New York,The Belle of New York,40.7127281,-74.0060152
New York City,New York,Belles of Broadway,40.7127281,-74.0060152
New York City,New York,The Belles of the Bronx,40.7127281,-74.0060152
New York City,New York,Bells of New York City,40.7127281,-74.0060152
